Aglomeración,SC Función ciudades,Departamento,Municipio,Divipola,AÑO,CV-01-1
Fuera SC,Fuera SC,Tolima,Guamo,73319,2018,31605
Fuera SC,Fuera SC,Tolima,Herveo,73347,2018,7795
SA-Otros SC,Uninodal,Tolima,Honda,73349,2018,24077
Fuera SC,Fuera SC,Tolima,Icononzo,73352,2018,10705
Fuera SC,Fuera SC,Tolima,Lérida,73408,2018,17013
Fuera SC,Fuera SC,Tolima,Líbano,73411,2018,39866
Fuera SC,Fuera SC,Tolima,Mariquita,73443,2018,33358
Fuera SC,Fuera SC,Tolima,Melgar,73449,2018,36930
Fuera SC,Fuera SC,Tolima,Murillo,73461,2018,5001
Fuera SC,Fuera SC,Tolima,Natagaima,73483,2018,22390
Fuera SC,Fuera SC,Tolima,Ortega,73504,2018,32256
Fuera SC,Fuera SC,Tolima,Palocabildo,73520,2018,9090
Fuera SC,Fuera SC,Tolima,Piedras,73547,2018,5683
Fuera SC,Fuera SC,Tolima,Planadas,73555,2018,30066
Fuera SC,Fuera SC,Tolima,Prado,73563,2018,7513
Fuera SC,Fuera SC,Tolima,Purificación,73585,2018,29665
Fuera SC,Fuera SC,Tolima,Rioblanco,73616,2018,24244
Fuera SC,Fuera SC,Tolima,Roncesvalles,73622,2018,6352
Fuera SC,Fuera SC,Tolima,Rovira,73624,2018,20349
Fuera SC,Fuera SC,Tolima,Saldaña,73671,2018,14255
Fuera SC,Fuera SC,Tolima,San Antonio,73675,2018,14138
Fuera SC,Fuera SC,Tolima,San Luis,73678,2018,19130
Fuera SC,Fuera SC,Tolima,Santa Isabel,73686,2018,6319
Fuera SC,Fuera SC,Tolima,Suárez,73770,2018,4547
Fuera SC,Fuera SC,Tolima,Valle de San Juan,73854,2018,6405
Fuera SC,Fuera SC,Tolima,Venadillo,73861,2018,19764
Fuera SC,Fuera SC,Tolima,Villahermosa,73870,2018,10531
Fuera SC,Fuera SC,Tolima,Villarrica,73873,2018,5252
A-Cali,Centro aglomeración,Valle del Cauca,Cali,76001,2018,2445405
Fuera SC,Fuera SC,Valle del Cauca,Alcalá,76020,2018,22710
A-Tuluá,En aglomeración,Valle del Cauca,Andalucía,76036,2018,17738
Fuera SC,Fuera SC,Valle del Cauca,Ansermanuevo,76041,2018,19252
Fuera SC,Fuera SC,Valle del Cauca,Argelia,76054,2018,6364
Fuera SC,Fuera SC,Valle del Cauca,Bolívar,76100,2018,12961
SA-Cali-Norte Valle,Uninodal,Valle del Cauca,Buenaventura,76109,2018,424047
SA-Cali-Norte Valle,Uninodal,Valle del Cauca,Guadalajara de Buga,76111,2018,114562
Fuera SC,Fuera SC,Valle del Cauca,Bugalagrande,76113,2018,21017
Fuera SC,Fuera SC,Valle del Cauca,Caicedonia,76122,2018,29526
Fuera SC,Fuera SC,Valle del Cauca,Calima,76126,2018,15848
A-Cali,En aglomeración,Valle del Cauca,Candelaria,76130,2018,85352
SA-Eje Cafetero,Uninodal,Valle del Cauca,Cartago,76147,2018,134308
Fuera SC,Fuera SC,Valle del Cauca,Dagua,76233,2018,36775
Fuera SC,Fuera SC,Valle del Cauca,El Águila,76243,2018,11209
Fuera SC,Fuera SC,Valle del Cauca,El Cairo,76246,2018,10184
Fuera SC,Fuera SC,Valle del Cauca,El Cerrito,76248,2018,58296
Fuera SC,Fuera SC,Valle del Cauca,El Dovio,76250,2018,8236
A-Cali,En aglomeración,Valle del Cauca,Florida,76275,2018,58775
Fuera SC,Fuera SC,Valle del Cauca,Ginebra,76306,2018,21624
Fuera SC,Fuera SC,Valle del Cauca,Guacarí,76318,2018,35377
A-Cali,En aglomeración,Valle del Cauca,Jamundí,76364,2018,127228
Fuera SC,Fuera SC,Valle del Cauca,La Cumbre,76377,2018,11672
Fuera SC,Fuera SC,Valle del Cauca,La Unión,76400,2018,39671
Fuera SC,Fuera SC,Valle del Cauca,La Victoria,76403,2018,12994
Fuera SC,Fuera SC,Valle del Cauca,Obando,76497,2018,15229
SA-Cali-Norte Valle,Uninodal,Valle del Cauca,Palmira,76520,2018,310594
A-Cali,En aglomeración,Valle del Cauca,Pradera,76563,2018,57257
Fuera SC,Fuera SC,Valle del Cauca,Restrepo,76606,2018,16365
Fuera SC,Fuera SC,Valle del Cauca,Riofrío,76616,2018,14029
Fuera SC,Fuera SC,Valle del Cauca,Roldanillo,76622,2018,32226
Fuera SC,Fuera SC,Valle del Cauca,San Pedro,76670,2018,18882
Fuera SC,Fuera SC,Valle del Cauca,Sevilla,76736,2018,44311
Fuera SC,Fuera SC,Valle del Cauca,Toro,76823,2018,16598
Fuera SC,Fuera SC,Valle del Cauca,Trujillo,76828,2018,17919
A-Tuluá,Centro aglomeración,Valle del Cauca,Tuluá,76834,2018,219148
Fuera SC,Fuera SC,Valle del Cauca,Ulloa,76845,2018,5336
Fuera SC,Fuera SC,Valle del Cauca,Versalles,76863,2018,6926
A-Cali,En aglomeración,Valle del Cauca,Vijes,76869,2018,11409
Fuera SC,Fuera SC,Valle del Cauca,Yotoco,76890,2018,16491
A-Cali,En aglomeración,Valle del Cauca,Yumbo,76892,2018,125663
Fuera SC,Fuera SC,Valle del Cauca,Zarzal,76895,2018,46599
SA-Otros SC,Uninodal,Arauca,Arauca,81001,2018,92107
Fuera SC,Fuera SC,Arauca,Arauquita,81065,2018,42580
Fuera SC,Fuera SC,Arauca,Cravo Norte,81220,2018,3226
Fuera SC,Fuera SC,Arauca,Fortul,81300,2018,26454
Fuera SC,Fuera SC,Arauca,Puerto Rondón,81591,2018,3825
Fuera SC,Fuera SC,Arauca,Saravena,81736,2018,48318
Fuera SC,Fuera SC,Arauca,Tame,81794,2018,54198
SA-Otros SC,Uninodal,Casanare,Yopal,85001,2018,149426
Fuera SC,Fuera SC,Casanare,Aguazul,85010,2018,41994
Fuera SC,Fuera SC,Casanare,Chámeza,85015,2018,2603
Fuera SC,Fuera SC,Casanare,Hato Corozal,85125,2018,12794
Fuera SC,Fuera SC,Casanare,La Salina,85136,2018,1465
Fuera SC,Fuera SC,Casanare,Maní,85139,2018,11123
Fuera SC,Fuera SC,Casanare,Monterrey,85162,2018,15399
Fuera SC,Fuera SC,Casanare,Nunchía,85225,2018,8928
Fuera SC,Fuera SC,Casanare,Orocué,85230,2018,8424
Fuera SC,Fuera SC,Casanare,Paz de Ariporo,85250,2018,26357
Fuera SC,Fuera SC,Casanare,Pore,85263,2018,7909
Fuera SC,Fuera SC,Casanare,Recetor,85279,2018,4528
Fuera SC,Fuera SC,Casanare,Sabanalarga,85300,2018,2856
Fuera SC,Fuera SC,Casanare,Sácama,85315,2018,2085
Fuera SC,Fuera SC,Casanare,San Luis de Palenque,85325,2018,7905
Fuera SC,Fuera SC,Casanare,Támara,85400,2018,7029
Fuera SC,Fuera SC,Casanare,Tauramena,85410,2018,24066
Fuera SC,Fuera SC,Casanare,Trinidad,85430,2018,15840
Fuera SC,Fuera SC,Casanare,Villanueva,85440,2018,24518
SA-Otros SC,Uninodal,Putumayo,Mocoa,86001,2018,44631
Fuera SC,Fuera SC,Putumayo,Colón,86219,2018,5651
Fuera SC,Fuera SC,Putumayo,Orito,86320,2018,56365
SA-Otros SC,Uninodal,Putumayo,Puerto Asís,86568,2018,62232
Fuera SC,Fuera SC,Putumayo,Puerto Caicedo,86569,2018,14729
Fuera SC,Fuera SC,Putumayo,Puerto Guzmán,86571,2018,24169
Fuera SC,Fuera SC,Putumayo,Leguízamo,86573,2018,15380
Fuera SC,Fuera SC,Putumayo,Sibundoy,86749,2018,14396
Fuera SC,Fuera SC,Putumayo,San Francisco,86755,2018,7190
Fuera SC,Fuera SC,Putumayo,San Miguel,86757,2018,28329
Fuera SC,Fuera SC,Putumayo,Santiago,86760,2018,10776
Fuera SC,Fuera SC,Putumayo,Valle del Guamuez,86865,2018,53649
Fuera SC,Fuera SC,Putumayo,Villagarzón,86885,2018,21399
SA-Otros SC,Uninodal,Archipiélago de San Andrés,San Andrés,88001,2018,73221
Fuera SC,Fuera SC,Archipiélago de San Andrés,Providencia,88564,2018,5192
SA-Otros SC,Uninodal,Amazonas,Leticia,91001,2018,42280
Fuera SC,Fuera SC,Amazonas,El Encanto (ANM),91263,2018,4972
Fuera SC,Fuera SC,Amazonas,La Chorrera (ANM),91405,2018,4044
Fuera SC,Fuera SC,Amazonas,La Pedrera (ANM),91407,2018,5417
Fuera SC,Fuera SC,Amazonas,La Victoria (ANM),91430,2018,1140
Fuera SC,Fuera SC,Amazonas,Miriti - Paraná (ANM),91460,2018,1515
Fuera SC,Fuera SC,Amazonas,Puerto Alegría (ANM),91530,2018,2196
Fuera SC,Fuera SC,Amazonas,Puerto Arica (ANM),91536,2018,1320
Fuera SC,Fuera SC,Amazonas,Puerto Nariño,91540,2018,8519
Fuera SC,Fuera SC,Amazonas,Puerto Santander (ANM),91669,2018,3113
Fuera SC,Fuera SC,Amazonas,Tarapacá (ANM),91798,2018,4314
SA-Otros SC,Uninodal,Guainía,Inírida,94001,2018,20312
Fuera SC,Fuera SC,Guainía,Barranco Minas,94343,2018,4984
Fuera SC,Fuera SC,Guainía,Mapiripana (ANM),94663,2018,2759
Fuera SC,Fuera SC,Guainía,San Felipe (ANM),94883,2018,2306
Fuera SC,Fuera SC,Guainía,Puerto Colombia (ANM),94884,2018,5031
Fuera SC,Fuera SC,Guainía,La Guadalupe (ANM),94885,2018,410
Fuera SC,Fuera SC,Guainía,Cacahual (ANM),94886,2018,2812
Fuera SC,Fuera SC,Guainía,Pana Pana (ANM),94887,2018,3467
Fuera SC,Fuera SC,Guainía,Morichal (ANM),94888,2018,1365
SA-Otros SC,Uninodal,Guaviare,San José del Guaviare,95001,2018,67767
Fuera SC,Fuera SC,Guaviare,Calamar,95015,2018,8456
Fuera SC,Fuera SC,Guaviare,El Retorno,95025,2018,24155
Fuera SC,Fuera SC,Guaviare,Miraflores,95200,2018,15451
SA-Otros SC,Uninodal,Vaupés,Mitú,97001,2018,32457
Fuera SC,Fuera SC,Vaupés,Carurú,97161,2018,3340
Fuera SC,Fuera SC,Vaupés,Pacoa (ANM),97511,2018,6121
Fuera SC,Fuera SC,Vaupés,Taraira,97666,2018,952
Fuera SC,Fuera SC,Vaupés,Papunaua (ANM),97777,2018,832
Fuera SC,Fuera SC,Vaupés,Yavaraté (ANM),97889,2018,1226
SA-Otros SC,Uninodal,Vichada,Puerto Carreño,99001,2018,16504
Fuera SC,Fuera SC,Vichada,La Primavera,99524,2018,17026
Fuera SC,Fuera SC,Vichada,Santa Rosalía,99624,2018,4197
Fuera SC,Fuera SC,Vichada,Cumaribo,99773,2018,39549
